host_id,title,description,address,lat,lng,bathroom_count,bed_count,bedroom_count,headcount_capacity,cleaning_fee,daily_price,lodging_tax_ratio,sale_ratio,service_fee,rating_star_score,review_count
51,유한회사 윈드 호텔,Laborum occaecati ab ratione animi. Mollitia fugit officiis non. Aut placeat quos quasi optio quibusdam sint.,경상남도 의정부시 석촌호수7거리 862 (지원이강읍),36.6009,126.665,1,5,3,3,8800,105867,10,5,1800,1.96,494
567,(유) 푸른나루금고 게스트하우스,Praesentium saepe laboriosam rem amet ratione magnam totam.,광주광역시 동대문구 개포길 785-68 (재현노장리),37.65639,126.835,1,3,1,9,5400,237253,10,2,1600,4.47,227
912,(유) 첨단마루뷰티 한옥,"Vero molestias eaque voluptate. Doloribus ab dolore veniam quod veniam.
Nam voluptates occaecati quae unde fugiat eaque. Sequi molestiae illo blanditiis ullam porro.",전라북도 청주시 서원구 언주48가 350-22 (정남조이리),36.20389,127.08472,2,1,1,8,6100,134659,10,10,3400,1.79,246
1339,유한회사 발해마음은행 도미토리,"Iusto illo ad accusamus eos. Debitis temporibus in dolor molestias quas reiciendis.
Et omnis nisi deleniti delectus eligendi omnis. Architecto quis labore exercitationem culpa optio vero.",부산광역시 서대문구 오금4거리 지하835,36.20389,127.08472,1,5,1,2,4500,659671,10,9,3300,4.0,391
1990,(주) 인포하나보안 아파트,"Modi soluta qui quaerat ipsum suscipit. Aliquid non architecto dolore id tempore reprehenderit.
Doloribus nisi quas. Quam alias quam.",충청북도 충주시 서초대거리 651,37.1759,128.9889,2,5,4,6,1700,474571,10,7,4800,2.31,358
626,주식회사 글로벌제나센터 호텔,"Voluptatem expedita architecto odit. Ipsum harum optio aliquam pariatur.
Doloremque qui at omnis quasi praesentium. Doloribus ab quaerat rem dolorum.",전라남도 삼척시 역삼로 660-41 (민석김면),34.8825,128.62667,1,3,2,1,4200,277964,10,5,3300,4.33,72
753,유한회사 신라라온정보통신 아파트,"Quidem pariatur reiciendis qui explicabo inventore nihil. Quam delectus temporibus quam sit.
Minima doloremque deleniti rem et. Magni deleniti illo repellat.",경상북도 천안시 동남구 테헤란거리 609-79,37.65639,126.835,1,1,4,4,10000,128665,10,5,1900,3.75,120
367,주식회사 월드 호텔,Maiores voluptatum magni expedita cupiditate doloribus perspiciatis at. Nesciunt eaque ipsa. Dolore nostrum soluta ratione pariatur ullam deserunt.,경상북도 원주시 논현48길 208,36.20389,127.08472,3,2,1,4,6200,88452,10,5,3500,4.62,406
833,(주) 글로벌에코기술 한옥,"Sequi modi blanditiis accusamus dignissimos quibusdam facilis. Enim dicta enim. Illum fugit placeat aperiam.
Deleniti ullam illum quia ea quisquam.",충청남도 평창군 오금0거리 77,37.1759,128.9889,3,2,5,1,3500,275979,10,5,2300,1.63,345
229,(주) 제나 호텔,Modi quis eius labore. Numquam laborum ad odit porro distinctio alias. Eligendi nam tenetur vitae vero molestias quidem.,대전광역시 용산구 오금로 834 (명숙한박마을),36.82167,128.63083,1,2,2,6,5900,348940,10,7,3800,1.06,197
104,유한회사 백제개발 아파트,Laboriosam amet molestias neque nihil. Blanditiis corporis doloribus tempora mollitia laboriosam maiores. Accusantium in modi nobis non aspernatur.,충청남도 단양군 양재천237로 560-72,36.82167,128.63083,2,3,2,6,5100,534737,10,10,4000,3.03,92
553,(주) 종합센터 민박,Maiores recusandae neque cum magnam debitis. Iusto laborum doloremque veniam natus. Corrupti soluta commodi nostrum exercitationem.,경기도 양평군 서초대가 576,36.20389,127.08472,3,4,4,2,10000,282172,10,5,2700,3.5,217
599,(유) 발해한빛그룹 모텔,"Voluptate repudiandae voluptas similique eos. Quibusdam placeat tenetur nemo voluptas.
Eveniet ipsa ullam molestias aliquid eligendi. Repudiandae odit error illum excepturi.",경상남도 양평군 양재천66거리 315-38,37.1759,128.9889,1,2,5,4,2600,103045,10,5,2400,3.7,195
581,주식회사 신라기획 한옥,"Quae nam deleniti. Sequi maiores iure ut magnam.
Accusantium corporis consequuntur sint similique culpa repellat. Aperiam ex quam fugit voluptatem. Voluptatem iure nostrum alias ad magni.",충청남도 용인시 수지구 양재천444거리 지하749 (경숙강리),37.65639,126.835,3,2,2,5,2300,648928,10,2,1800,2.48,178
1944,주식회사 넥스트 도미토리,"Qui omnis ea nulla. Provident delectus ratione.
Consequatur quasi quod quam optio. Iste blanditiis earum fuga. Et quo corporis.",대전광역시 강동구 봉은사길 262-75,36.82167,128.63083,2,5,1,10,3200,433875,10,8,4900,1.07,28
1064,(유) 이노원더개발공사 멘션,Similique velit unde dolores explicabo velit temporibus. Fugiat quae eius corporis omnis minus incidunt. Deleniti temporibus et ab.,인천광역시 서구 역삼로 지하943 (정희이면),36.6009,126.665,2,1,3,1,7000,84088,10,3,3700,2.81,206
717,주식회사 다올겨레항공 게스트하우스,"Sunt possimus voluptate molestiae doloremque architecto magni.
Nemo nostrum consequuntur. Magnam similique esse ut quia rerum magni. Eos eos vel inventore quam ab dolorum.",인천광역시 관악구 강남대3로 556,37.65639,126.835,1,1,3,4,4000,120142,10,1,4200,3.61,352
1283,유한회사 에코기술 호텔,Laborum facere officiis velit. Quo a eaque quos modi officiis autem. Consectetur in totam accusantium officia aliquam iure.,광주광역시 성동구 압구정거리 275-35 (영순나박리),36.82167,128.63083,1,3,1,6,6500,150594,10,1,2800,4.3,378
1230,주식회사 코리아바이오 호텔,Maiores enim in culpa temporibus ab excepturi saepe. Officia nam adipisci eius dolore.,강원도 천안시 동남구 도산대로 110-40,37.1759,128.9889,2,4,3,5,9300,523133,10,8,4700,3.03,128
429,(주) 보람 민박,Error dolore saepe pariatur. Eum nobis consectetur totam quia.,제주특별자치도 천안시 동남구 서초대길 124,37.65639,126.835,2,1,3,9,4300,281023,10,7,1600,3.77,474
1517,(유) 코어네트웍스 멘션,"Qui amet odio ab. Optio iusto tempora sequi laborum fugit.
Nisi nesciunt laudantium hic. Provident atque vel eius aspernatur optio nemo quaerat. At expedita odio necessitatibus explicabo.",부산광역시 송파구 학동265가 830 (영호곽면),34.8825,128.62667,2,5,3,8,5600,587982,10,4,3100,1.48,89
974,(유) 보람월드테크 한옥,"Voluptatibus quod reprehenderit magni et voluptates. Deserunt quam repudiandae dolorum.
Assumenda suscipit numquam quos recusandae cumque. Quidem doloremque esse quisquam.",경상북도 청주시 상당구 영동대56길 511-74,36.20389,127.08472,1,4,5,1,8900,131912,10,6,500,1.19,248
911,(주) 에코코리아반도체 게스트하우스,Alias quis voluptatem officiis. Fuga voluptatibus suscipit dignissimos fugiat ea qui saepe. Commodi eveniet amet deserunt.,대구광역시 도봉구 오금가 336-55,36.82167,128.63083,3,1,3,1,4600,417881,10,7,2000,4.56,413
788,(유) 고려 게스트하우스,Expedita ipsum aliquam illum. Odio ullam quos necessitatibus nostrum modi. Perferendis ratione est aut sit perferendis quam.,대전광역시 양천구 테헤란거리 402 (지혜이이읍),36.20389,127.08472,3,4,5,8,9200,114715,10,7,2500,1.37,183
44,(유) 첨단뷰티 게스트하우스,Numquam occaecati officia labore voluptatem vitae nisi iure. Consectetur aut a. Vitae id temporibus totam totam. Debitis ullam reprehenderit temporibus.,전라북도 수원시 권선구 백제고분거리 410 (은서김마을),37.65639,126.835,3,3,4,1,4000,381557,10,10,1300,1.55,282
135,(주) 아름라온네트웍스 아파트,"Iste exercitationem suscipit. Debitis sapiente vero reprehenderit animi delectus.
Tenetur possimus repudiandae soluta. Aliquam unde amet cum voluptates.",인천광역시 강남구 선릉거리 961,36.20389,127.08472,2,1,4,10,6000,479518,10,6,3800,2.5,302
479,주식회사 나루바이오 한옥,Quaerat nihil nobis suscipit recusandae. Nam commodi exercitationem impedit. Natus atque ipsa quae labore accusantium incidunt. Doloribus rerum doloribus expedita.,전라남도 증평군 서초대8길 48,36.20389,127.08472,3,1,2,4,1100,49720,10,5,2000,4.83,460
1581,유한회사 하나 모텔,"Eum eveniet incidunt velit. Reiciendis debitis vel aspernatur modi quos. Nemo accusamus officia aspernatur quae laborum tempora deleniti.
Rerum quibusdam iste harum assumenda ullam accusantium cum.",전라남도 부천시 오정구 석촌호수가 259-78 (예지장진면),36.82167,128.63083,2,3,3,10,3300,128757,10,1,2400,3.79,96
1116,(주) 한가람네트워크 민박,"Fugit velit error laudantium quia commodi cumque. Suscipit quo repellendus distinctio voluptatibus.
Magnam amet excepturi totam repudiandae.",울산광역시 북구 논현253거리 394,34.8825,128.62667,2,5,3,6,9100,51484,10,1,600,1.28,438
1008,(주) 마음나루보안 모텔,Quibusdam illum eveniet ut. Corrupti quasi quos praesentium. Ab corrupti quas tenetur. Voluptatum unde enim ullam.,부산광역시 강북구 개포가 849,36.6009,126.665,3,5,2,3,7100,229807,10,4,4300,4.95,127
506,(주) 첨단 한옥,"Quisquam modi ut voluptas provident quam officia repudiandae. Earum qui delectus soluta. Beatae magnam impedit reprehenderit dolorem eos error exercitationem.
Odit veniam labore velit.",충청남도 안양시 동안구 언주길 50-31 (영길황읍),37.1759,128.9889,1,3,4,5,3300,84842,10,7,800,2.9,72
525,주식회사 겨레에이아이 민박,"Eos fugiat quibusdam. Voluptates voluptates ea consectetur alias. Provident eligendi exercitationem rerum.
Voluptates alias nesciunt quidem necessitatibus excepturi cupiditate esse.",울산광역시 은평구 압구정길 300-74 (보람조동),36.20389,127.08472,1,3,3,2,1200,195198,10,9,3800,3.79,391
658,유한회사 코리아원더테크 호텔,Esse delectus quis aut dolorem libero fugiat impedit. Fuga aliquam natus iure ratione. Ut blanditiis vitae consequatur possimus.,경상북도 용인시 기흥구 백제고분길 71 (민준신읍),37.65639,126.835,2,1,3,6,5100,59109,10,6,3600,4.19,295
61,주식회사 윈드미래신문 한옥,Autem molestiae numquam in dolor explicabo distinctio. Dolorum delectus ipsa reprehenderit itaque. Eum magni velit commodi laudantium.,세종특별자치시 강동구 삼성거리 887-49 (민수권읍),34.8825,128.62667,1,4,4,1,4300,301664,10,5,2200,3.18,387
176,(유) 시너지랩스 호텔,"Expedita exercitationem nulla. Eius eos illum accusamus expedita exercitationem.
Qui accusantium officiis odit eum. Eius consequatur quisquam temporibus repudiandae repudiandae.",세종특별자치시 강남구 언주가 760-22,34.8825,128.62667,1,2,3,5,5700,276870,10,1,4500,2.35,291
452,주식회사 인포소프트 아파트,Expedita iure saepe at ex. Autem culpa veniam aliquid alias.,서울특별시 동대문구 선릉6로 235 (경희김동),37.1759,128.9889,2,5,5,3,6600,143603,10,9,3100,1.7,464
1195,(유) 한빛랩스 호텔,"Minima sapiente cumque fuga quis.
Voluptas nulla fuga ea quia. Reprehenderit quae sint dicta sapiente debitis.",대전광역시 서구 논현4로 813,36.20389,127.08472,2,4,5,2,8500,99041,10,9,1300,4.96,393
861,(유) 신라아름에너지 민박,Animi nobis expedita quasi dignissimos dolor totam. Esse ex minima exercitationem nulla. Fugiat perspiciatis porro maiores itaque ut fuga.,제주특별자치도 용인시 기흥구 반포대길 182-97 (서준남마을),36.20389,127.08472,3,1,4,4,9400,255072,10,8,500,4.76,267
589,(유) 종합 게스트하우스,"Laudantium quibusdam libero nostrum ducimus excepturi earum. Iure dolor ad in rerum.
Commodi aperiam deleniti commodi ex. Corrupti veniam laboriosam accusamus ad.",충청북도 부천시 원미구 서초중앙931길 234-65 (명숙허정면),36.20389,127.08472,1,3,2,4,8500,434441,10,8,2600,4.79,182
1000,유한회사 원더윈드상사 멘션,Natus pariatur quis consequuntur. Dignissimos laudantium fugiat aut aspernatur architecto.,제주특별자치도 삼척시 역삼거리 830,37.65639,126.835,2,1,1,2,3700,129066,10,1,4400,3.62,250
1914,유한회사 푸른아름네트웍스 아파트,"Nam sint tempora. Blanditiis voluptates quidem delectus unde corporis.
Necessitatibus sint maxime sed tenetur non magni. Dolorum deleniti eos rem minima doloremque.",대구광역시 강북구 석촌호수99거리 810-34 (은지차읍),36.20389,127.08472,1,1,3,10,6300,18105,10,1,2100,3.92,51
745,(유) 발해플랫폼 멘션,Dolore odio deleniti eveniet consectetur placeat. Ea quae voluptate. Fugiat asperiores perferendis quos necessitatibus culpa odio.,대구광역시 강남구 양재천10거리 10,36.20389,127.08472,3,4,2,8,8700,153660,10,4,1300,2.6,178
932,(유) 다올연구소 멘션,Quia alias eaque ad. Ducimus dolor recusandae molestiae. Praesentium voluptas eum asperiores illum natus. Quidem cum necessitatibus vitae fugit.,부산광역시 동구 압구정5가 485,36.82167,128.63083,1,2,1,7,7100,292765,10,10,3400,2.24,480
23,주식회사 나루 도미토리,"Provident labore possimus ipsam excepturi. Sed distinctio qui minus.
Quos iste sequi. Impedit accusamus incidunt.
Laboriosam itaque consequatur modi. Debitis harum maiores est.",충청북도 화성시 테헤란로 913-99 (미정김손동),36.20389,127.08472,3,2,3,6,4500,158464,10,1,2700,2.12,22
680,유한회사 제나랩스 도미토리,"Molestiae dicta nulla nihil neque laudantium. Error ex quisquam reprehenderit quis quam.
Quas sed quibusdam ad. Est beatae id. Sunt cum quaerat nemo nemo ullam recusandae.",경기도 태백시 도산대53가 642,34.8825,128.62667,1,5,5,3,9600,99465,10,2,2600,1.98,418
448,유한회사 조선상사 게스트하우스,Earum provident sequi voluptas dolorum. Dolores iste soluta ratione esse. Fugit magni odit id.,인천광역시 성북구 오금1거리 690-4 (정훈이마을),36.82167,128.63083,1,3,5,4,1200,359844,10,10,900,3.76,97
1707,(유) 원더에코엔지니어링 아파트,Laborum eum aliquid maiores nihil laboriosam nisi. Aliquam laboriosam quisquam laudantium. Fuga culpa facere assumenda ea.,전라남도 군포시 도산대657거리 754,36.82167,128.63083,1,2,3,8,8000,97615,10,8,1900,2.08,437
1432,(주) 마루네오은행 한옥,Cum unde itaque commodi maxime illum. Eligendi delectus illum consectetur. Saepe aut consectetur assumenda.,울산광역시 관악구 오금89길 843-58,36.6009,126.665,1,1,3,2,3300,184687,10,8,2200,4.15,218
1803,(유) 중앙은행 한옥,Minima earum iure nobis possimus hic tempore. Quo occaecati eveniet perspiciatis voluptatum. Voluptas dignissimos amet perferendis a ab.,대전광역시 양천구 봉은사8길 986-3,36.6009,126.665,2,3,3,2,2000,91156,10,6,1000,4.23,462
1514,주식회사 백제한강금고 한옥,Eligendi fugit possimus magni sed dicta dignissimos. Numquam doloremque et maiores exercitationem voluptas.,경상남도 부천시 소사구 백제고분3가 761-42 (수빈김주마을),37.1759,128.9889,3,2,4,8,3100,421962,10,3,4700,4.13,216
813,유한회사 종합 도미토리,"Corrupti consequatur mollitia est. Sint ratione nisi explicabo.
Laboriosam et aut earum odio nesciunt quaerat. Aperiam cupiditate modi adipisci nihil eaque. Quidem ipsa harum dolore debitis alias.",광주광역시 노원구 삼성326로 103-80,36.6009,126.665,2,5,2,4,5500,322119,10,7,4300,4.93,220
467,(유) 백제자동차 호텔,Laudantium repellat corrupti soluta. Illum facere ratione sunt tempore quae odit. Nisi assumenda dicta cumque illo in sapiente.,전라북도 양구군 잠실길 315 (예지이박읍),36.6009,126.665,3,2,1,6,8100,97856,10,9,1400,1.09,329
961,(주) 네오국민제조 호텔,"Dolore ipsa esse dolor doloribus. Delectus quo temporibus ut dignissimos iste eveniet.
Voluptatem numquam rem distinctio voluptate distinctio. Ipsa sunt quas.",제주특별자치도 횡성군 가락가 169,37.1759,128.9889,3,2,3,8,1100,169555,10,7,4900,3.44,456
1557,(주) 국민센터 게스트하우스,Iste perspiciatis adipisci sint. Tenetur molestiae dolorem nisi officiis quod eveniet. Iure praesentium assumenda a incidunt cupiditate maxime.,강원도 고양시 일산서구 삼성거리 452-1,34.8825,128.62667,3,4,5,9,9700,90599,10,9,3600,2.78,315
465,유한회사 글로벌나루솔루션 모텔,"Libero recusandae dolor cupiditate consectetur accusamus. Similique soluta ut ipsum porro. Itaque laborum nisi optio vel molestiae ipsum.
Similique quibusdam nulla voluptates molestias.",세종특별자치시 금천구 양재천9로 220-2,37.65639,126.835,3,5,5,8,5600,96519,10,5,1100,4.27,255
1383,(주) 다올나루시스템즈 멘션,"Reprehenderit cumque vero natus voluptates autem numquam inventore.
Voluptatem voluptatum iure optio minima excepturi voluptatem.",대구광역시 서초구 영동대93거리 41-36,37.65639,126.835,3,2,1,9,8800,237324,10,2,2600,4.97,323
1656,(유) 첨단플랫폼 모텔,Facilis vero perspiciatis laudantium iusto rem. Quaerat perferendis assumenda nesciunt. Fugit ipsam consectetur commodi iusto eveniet debitis nobis.,대구광역시 중구 논현139로 902 (선영한송읍),34.8825,128.62667,2,4,3,10,8400,181933,10,9,3800,2.91,322
121,(주) 조선 멘션,"Rem repellendus quo. Accusantium necessitatibus amet commodi voluptate tempora maiores.
Explicabo minus aliquam voluptate id. Assumenda excepturi recusandae voluptatem perspiciatis a.",경상북도 속초시 봉은사가 306,36.82167,128.63083,3,2,1,7,8200,407369,10,6,2900,2.4,342
1359,주식회사 미래 도미토리,"Ullam reprehenderit ex ad iusto ullam quam libero. Est ea accusantium sed.
Quis velit aperiam quas. Alias nam deserunt.",서울특별시 송파구 도산대길 지하42 (경희이동),36.20389,127.08472,1,1,5,3,4300,8372,10,2,2800,4.53,79
750,주식회사 겨레가람금고 민박,"Aspernatur quo laborum. Error officiis cum eos non enim.
A itaque eos veritatis odit sapiente praesentium asperiores. In soluta dolorum adipisci explicabo hic iusto dolore. Voluptate nesciunt facere.",울산광역시 남구 역삼8로 775-93,36.6009,126.665,3,5,5,10,6600,610825,10,7,600,2.83,314
1166,주식회사 인포중앙금고 한옥,Nulla necessitatibus repellat eveniet suscipit earum occaecati unde. Voluptatibus minima deserunt vero voluptates minus. Asperiores maiores reiciendis in delectus.,세종특별자치시 서초구 반포대로 422 (영숙박리),37.65639,126.835,3,2,3,2,9200,223769,10,7,4600,3.32,57
1977,(유) 시너지 호텔,Sequi quas architecto fugit. Distinctio officia vel iusto ab voluptatibus temporibus. Dolore consequuntur ipsa sit ad fuga.,인천광역시 송파구 학동08로 565-35,37.65639,126.835,1,5,5,10,1300,391805,10,6,4800,4.37,180
1000,유한회사 에코종합항공 멘션,"Facilis impedit praesentium tempora odit mollitia fugit.
Id fugiat et in impedit sunt. Explicabo ut ratione facere recusandae.
Ab minima eligendi at cum. Cum vel beatae ad itaque iure.",대전광역시 은평구 삼성123길 381,37.65639,126.835,1,2,1,5,10000,446951,10,1,3900,2.32,187
699,주식회사 네오 게스트하우스,"Cum assumenda iure porro. Libero esse nostrum a.
Labore reiciendis optio expedita iure. Placeat quam eum quo quo. Quos cupiditate aut laboriosam possimus ut incidunt.",경상남도 청주시 상당구 선릉7로 601,34.8825,128.62667,3,4,5,6,4200,182268,10,2,1900,4.0,72
583,유한회사 첨단센터 멘션,Perspiciatis ipsa itaque reiciendis ab. Sint dolore doloremque autem sequi dolor ea. Rem voluptatem rem occaecati odio molestias.,경상북도 안산시 상록구 백제고분로 908 (예진박읍),37.65639,126.835,3,5,4,9,7300,424479,10,2,1700,1.47,147
821,(유) 이노시스템 도미토리,"Cupiditate dolorum autem saepe quod commodi. Consectetur corporis quam quas accusamus ullam.
Tempora corrupti pariatur qui nobis facere quaerat aspernatur. Beatae laudantium sit.",경기도 천안시 서북구 봉은사로 272,37.1759,128.9889,2,3,3,2,8700,242721,10,10,2100,1.91,496
66,유한회사 제나가야테크 도미토리,"Labore maiores voluptatibus molestias. Vel quae fuga rerum commodi.
Dolores ducimus ea ea hic fuga. Sapiente natus quidem quos rem. Facilis ea autem ea.",경상남도 고성군 언주길 667 (지현구동),36.82167,128.63083,3,5,5,8,1600,152079,10,4,4700,1.58,224
1880,주식회사 이노윈드테크 도미토리,"Voluptatibus minima necessitatibus dicta saepe dolores. Dignissimos facilis excepturi nulla voluptatem esse ad.
Exercitationem id mollitia sint modi ullam laborum illum. Ex distinctio praesentium.",충청북도 하남시 석촌호수거리 지하760 (현지이지리),34.8825,128.62667,2,2,5,3,8600,238702,10,9,1900,2.25,260
509,(유) 월드나루반도체 멘션,Assumenda rem occaecati voluptas. Voluptatibus unde quidem natus reiciendis accusamus dicta. Magnam est dolores nemo optio ratione.,대전광역시 강남구 학동2거리 918-61 (은정최남리),34.8825,128.62667,2,1,4,5,4600,250130,10,7,3600,1.7,234
1788,유한회사 코리아뷰티 멘션,"Harum suscipit reiciendis facere nam reprehenderit. Pariatur animi neque.
Quisquam minus eveniet neque nihil. Beatae voluptate ex possimus quod. Ex eaque commodi.",대구광역시 양천구 가락07길 지하844,37.65639,126.835,3,5,3,1,5700,450313,10,1,900,4.01,68
1769,주식회사 유니온하나신문 한옥,"Inventore ipsum soluta beatae. Repudiandae rem distinctio voluptate autem pariatur. Atque ratione eveniet perferendis.
Maiores non debitis nemo impedit officia veniam. Enim dignissimos sit ad ut.",경기도 안성시 테헤란17거리 543 (민수한동),36.6009,126.665,2,2,5,8,8200,343585,10,10,1500,2.01,337
108,(유) 에코아름뷰티 모텔,Atque hic culpa consequuntur velit occaecati. Unde occaecati voluptas quaerat quia optio quam. Aut eveniet voluptas praesentium porro.,부산광역시 양천구 도산대길 지하726,37.65639,126.835,1,1,4,6,3200,216456,10,7,2300,2.13,497
584,유한회사 브레인한가람개발공사 호텔,"Beatae vitae ad. Fugit rem ipsum dolore est libero iure.
Tempore praesentium nisi quisquam. Maxime deleniti reiciendis hic.",전라남도 부천시 오정구 가락66거리 304 (지연김최리),36.6009,126.665,2,2,3,8,9400,185537,10,1,3300,1.82,25
1570,유한회사 첨단기술 한옥,Est voluptas earum cupiditate cum. Nihil consectetur enim ea veritatis cupiditate. Dicta ipsam a vel commodi tempora.,대전광역시 북구 개포거리 920-95 (정희이리),34.8825,128.62667,1,3,2,7,2300,205362,10,2,4000,3.09,447
1095,주식회사 비전 멘션,Ipsa inventore dolores molestiae sed in possimus. Labore harum optio optio eveniet.,세종특별자치시 도봉구 가락39로 10-27 (상현이동),36.6009,126.665,3,4,5,10,5900,327679,10,6,800,4.87,139
1186,유한회사 가람항공 멘션,Temporibus inventore asperiores provident doloribus cupiditate. Animi nemo minima impedit. Modi asperiores esse blanditiis perferendis adipisci non.,세종특별자치시 성북구 영동대06거리 274,37.65639,126.835,3,3,1,9,3700,493421,10,3,3200,1.5,203
699,(주) 한강코스메틱 호텔,Nihil blanditiis accusamus. Excepturi sequi sapiente reprehenderit. Debitis magni provident voluptates sit repellat veritatis.,경상남도 정선군 잠실604로 275-82,36.6009,126.665,1,5,2,8,2100,109707,10,6,4100,3.87,70
1066,(유) 글로벌플랫폼 민박,"Reiciendis amet quia harum tenetur enim. Provident deleniti nam consectetur reiciendis illum voluptatibus.
Eveniet pariatur esse officia asperiores. Quibusdam placeat distinctio libero.",서울특별시 양천구 테헤란995길 956-19 (혜진우동),36.20389,127.08472,1,2,3,3,7000,546101,10,1,2000,4.54,498
1890,주식회사 씨앤씨 게스트하우스,Unde eaque sed excepturi accusamus ratione impedit ducimus. Maxime nam dolores quidem aspernatur et. Quaerat sunt earum aspernatur vero porro.,충청북도 서천군 언주31가 699-87,36.6009,126.665,3,3,5,4,3400,9835,10,2,4100,2.85,276
1614,주식회사 나루네트웍스 멘션,"Deleniti quasi in harum ex. Reiciendis quae eos.
Ex molestiae rem mollitia nemo repudiandae explicabo.
Dolorum nihil modi ipsum. Saepe nihil sed corrupti. Nostrum sequi ducimus quo aliquid.",인천광역시 송파구 강남대12길 67-15,36.82167,128.63083,2,4,3,4,7900,100426,10,5,3700,1.74,174
302,주식회사 발해플랫폼 도미토리,Nisi accusantium doloribus. Impedit perspiciatis similique eius unde quasi quidem. Eaque optio facilis quaerat. Cupiditate repellat odit ducimus.,울산광역시 마포구 테헤란8가 176-38,37.1759,128.9889,1,3,1,10,3400,202316,10,6,2400,1.18,315
1044,주식회사 미래제조 게스트하우스,"Blanditiis reiciendis distinctio earum placeat fuga. Voluptates tempore blanditiis ipsum quos. Aliquam impedit distinctio consequatur laudantium.
Eaque velit nesciunt quo.",경기도 금산군 선릉639가 지하975,34.8825,128.62667,3,3,2,8,2200,291190,10,4,4800,3.39,457
418,주식회사 브레인솔루션 아파트,"Quod perferendis veniam earum quae vitae rerum. Quos animi nisi perferendis numquam vero sed.
Totam illo nulla pariatur. Consectetur quidem at voluptas nulla. Quo magnam rem dicta maxime consequatur.",대구광역시 동작구 선릉가 914,37.65639,126.835,3,2,1,9,1400,178079,10,1,600,3.07,448
1860,(유) 월드유통 멘션,Necessitatibus repudiandae sint numquam placeat odio quod nobis. Reprehenderit eum error repudiandae veniam. Odit placeat inventore.,경상북도 강릉시 개포97가 524,36.82167,128.63083,3,1,3,3,5200,83539,10,6,500,3.28,296
1926,(주) 보람 멘션,"Nam dicta qui nam quia ipsam.
Modi libero corporis sequi. Quia fugiat omnis culpa laborum neque.",대구광역시 동구 잠실5길 603-3 (정숙최리),36.6009,126.665,1,5,2,10,7400,95459,10,2,2400,1.65,224
644,(주) 제나 도미토리,"Et ipsam in accusantium perferendis soluta. Molestiae sit autem illum.
Officiis quae ipsum distinctio eum itaque. Vel quae nemo fugit rerum nemo qui. Hic sequi veniam.",대전광역시 강서구 백제고분길 868-75 (미정김동),37.1759,128.9889,1,1,4,2,4300,175334,10,6,2400,1.97,464
1555,(유) 가온솔루션 멘션,Quo dignissimos ea quod similique. Debitis amet sint nobis sunt ipsam corrupti. Quo quos porro ab suscipit. Accusamus libero occaecati minus consequuntur recusandae fugiat.,부산광역시 마포구 오금가 605 (현우박마을),36.82167,128.63083,3,4,3,6,4200,189115,10,5,4300,3.55,110
1037,(주) 모두고구려네트웍스 한옥,Repudiandae accusantium excepturi neque fugit ea mollitia. Corporis modi facilis doloremque reprehenderit. Ea deserunt corrupti incidunt odit delectus magni rem.,경기도 수원시 팔달구 압구정가 130-10,34.8825,128.62667,1,1,2,5,1100,501039,10,9,4400,1.35,376
1632,(주) 월드고구려기술 멘션,"Nostrum pariatur tempore accusamus magni dicta quibusdam. Blanditiis eum perspiciatis quod.
Animi nulla quaerat culpa optio. Consequatur quibusdam odio neque tenetur exercitationem corrupti.",전라남도 충주시 양재천로 지하891,34.8825,128.62667,3,1,4,8,1300,281894,10,1,3000,3.55,275
185,(주) 코리아첨단시스템즈 민박,"Tempora expedita deleniti. Esse quam repudiandae est eaque voluptates.
Perspiciatis dolore hic ea. Iste repellat inventore eius maiores.",경기도 동두천시 역삼길 285 (예진박최리),36.20389,127.08472,1,4,4,1,4100,328550,10,2,4900,1.05,305
1102,(주) 윈드 아파트,"Omnis laborum illum id numquam dolore consectetur harum. Aperiam maxime sunt occaecati expedita impedit. Cupiditate ducimus dolores quis.
In accusamus rem ex eos.",충청남도 용인시 처인구 가락7가 23-12,37.1759,128.9889,2,1,5,3,4000,43021,10,8,3300,4.72,349
1114,유한회사 우리 민박,Reiciendis optio quo quos doloribus consequuntur. Voluptas architecto totam praesentium reiciendis dignissimos quas.,서울특별시 강북구 선릉81거리 628,37.1759,128.9889,3,4,4,2,1400,447702,10,9,5000,2.75,483
1864,(유) 비전코스메틱 아파트,Harum eaque quidem dolore. Consequuntur ab consequatur eveniet nemo sit dolore tempore.,충청북도 수원시 장안구 영동대길 741 (하윤박동),37.1759,128.9889,2,1,5,9,6300,228341,10,9,800,3.11,380
106,주식회사 유니온개발 아파트,Consectetur tempore iusto aliquam mollitia. Quae numquam veniam eos nisi. Minus reiciendis placeat reprehenderit ea.,제주특별자치도 가평군 반포대가 567-98,37.1759,128.9889,3,3,4,1,9900,343399,10,10,3300,3.93,236
480,(주) 고려 호텔,"Perferendis voluptatum excepturi. Sit non iure commodi. Officiis unde iure reprehenderit vitae.
Eius pariatur explicabo iure ipsam earum.",전라북도 수원시 서초중앙84거리 352-89,34.8825,128.62667,1,2,3,4,4900,24702,10,9,3300,3.77,162
